Bird identity,"Sex 1=male, 0=female",Ageclass,BodyMass g,RightTarsus length,MalariaConsensus 1=yes,year sampled,year,wet/dry season
5215,1,SA,16.1,25.4,1,2008-07-24T00:00:00Z,2008,SE monsoon
5216,0,SA,15.4,23.5,1,2008-07-24T00:00:00Z,2008,SE monsoon
5217,0,FL,16.3,24.7,0,2008-07-24T00:00:00Z,2008,SE monsoon
3457,1,A,16.9,26.3,0,2008-07-25T00:00:00Z,2008,SE monsoon
3517,0,A,15.0,23.8,0,2008-07-25T00:00:00Z,2008,SE monsoon
5077,1,SA,15.9,24.8,0,2008-07-25T00:00:00Z,2008,SE monsoon
5145,0,A,14.9,23.6,1,2008-07-25T00:00:00Z,2008,SE monsoon
5224,0,FL,15.0,23.7,1,2008-07-26T00:00:00Z,2008,SE monsoon
5225,1,FL,12.5,25.0,0,2008-07-26T00:00:00Z,2008,SE monsoon
4860,1,A,17.8,26.3,0,2008-07-29T00:00:00Z,2008,SE monsoon
5125,0,SA,14.2,23.3,0,2008-07-29T00:00:00Z,2008,SE monsoon
5137,0,SA,15.9,25.0,0,2008-07-29T00:00:00Z,2008,SE monsoon
5144,1,SA,17.1,25.9,0,2008-07-30T00:00:00Z,2008,SE monsoon
5235,1,FL,16.1,24.3,1,2008-07-30T00:00:00Z,2008,SE monsoon
5236,1,FL,15.4,26.0,1,2008-07-31T00:00:00Z,2008,SE monsoon
5237,1,FL,17.1,26.2,1,2008-07-31T00:00:00Z,2008,SE monsoon
1553,1,S,17.5,26.0,0,2008-08-01T00:00:00Z,2008,SE monsoon
5079,0,A,15.5,24.6,0,2008-08-01T00:00:00Z,2008,SE monsoon
5240,1,OFL,16.4,25.9,1,2008-08-01T00:00:00Z,2008,SE monsoon
5162,0,A,14.2,24.1,0,2008-08-05T00:00:00Z,2008,SE monsoon
5247,0,FL,15.0,24.3,1,2008-08-05T00:00:00Z,2008,SE monsoon
5248,1,SA,15.5,26.2,0,2008-08-05T00:00:00Z,2008,SE monsoon
5249,1,SA,16.7,25.0,1,2008-08-05T00:00:00Z,2008,SE monsoon
5076,1,SA,17.1,26.1,0,2008-08-07T00:00:00Z,2008,SE monsoon
1412,1,S,17.0,26.0,0,2008-08-08T00:00:00Z,2008,SE monsoon
5173,0,SA,16.2,24.2,0,2008-08-08T00:00:00Z,2008,SE monsoon
5254,1,FL,15.8,26.1,0,2008-08-08T00:00:00Z,2008,SE monsoon
5256,0,SA,15.2,23.7,0,2008-08-09T00:00:00Z,2008,SE monsoon
5260,1,OFL,16.0,26.2,0,2008-08-11T00:00:00Z,2008,SE monsoon
5261,1,FL,16.3,25.1,0,2008-08-11T00:00:00Z,2008,SE monsoon
5262,1,OFL,16.6,26.8,0,2008-08-11T00:00:00Z,2008,SE monsoon
4970,0,A,15.9,24.8,0,2008-08-12T00:00:00Z,2008,SE monsoon
5160,0,SA,14.5,24.2,0,2008-08-12T00:00:00Z,2008,SE monsoon
5263,0,OFL,13.5,23.7,1,2008-08-12T00:00:00Z,2008,SE monsoon
1361,0,S,15.2,24.2,0,2008-08-13T00:00:00Z,2008,SE monsoon
4904,0,A,15.6,24.7,0,2008-08-13T00:00:00Z,2008,SE monsoon
5140,0,SA,14.8,24.1,0,2008-08-14T00:00:00Z,2008,SE monsoon
5265,0,FL,13.9,24.2,1,2008-08-16T00:00:00Z,2008,SE monsoon
5266,1,SA,16.1,26.8,1,2008-08-16T00:00:00Z,2008,SE monsoon
5267,0,SA,14.5,24.5,1,2008-08-16T00:00:00Z,2008,SE monsoon
1394,1,S,16.7,25.8,0,2008-08-18T00:00:00Z,2008,SE monsoon
5268,0,SA,13.9,24.2,0,2008-08-18T00:00:00Z,2008,SE monsoon
3451,0,A,14.5,23.9,0,2008-08-19T00:00:00Z,2008,SE monsoon
3606,0,A,15.1,24.2,0,2008-08-19T00:00:00Z,2008,SE monsoon
3574,0,A,13.8,23.3,0,2008-08-20T00:00:00Z,2008,SE monsoon
4866,1,A,17.4,26.0,0,2008-08-20T00:00:00Z,2008,SE monsoon
5080,0,SA,14.8,24.6,0,2008-08-20T00:00:00Z,2008,SE monsoon
5117,0,SA,15.9,24.1,0,2008-08-20T00:00:00Z,2008,SE monsoon
5275,1,J,14.9,26.8,1,2009-01-01T00:00:00Z,2009,NW monsoon
4854,1,A,16.8,26.0,0,2009-01-03T00:00:00Z,2009,NW monsoon
5147,0,A,14.2,24.3,1,2009-01-03T00:00:00Z,2009,NW monsoon
5160,0,SA,14.7,24.2,0,2009-01-03T00:00:00Z,2009,NW monsoon
5195,0,SA,13.9,23.4,1,2009-01-03T00:00:00Z,2009,NW monsoon
5197,1,J,15.0,25.6,0,2009-01-03T00:00:00Z,2009,NW monsoon
3590,0,A,15.0,23.7,0,2009-01-04T00:00:00Z,2009,NW monsoon
4829,1,A,16.2,25.5,0,2009-01-04T00:00:00Z,2009,NW monsoon
1415,0,S,14.7,24.1,0,2009-01-07T00:00:00Z,2009,NW monsoon
4881,1,A,17.0,26.1,0,2009-01-07T00:00:00Z,2009,NW monsoon
4887,1,A,16.3,26.2,0,2009-01-08T00:00:00Z,2009,NW monsoon
4890,1,A,15.5,25.6,0,2009-01-08T00:00:00Z,2009,NW monsoon
5265,0,SA,14.6,24.1,1,2009-01-08T00:00:00Z,2009,NW monsoon
5194,0,SA,14.0,22.4,0,2009-01-09T00:00:00Z,2009,NW monsoon
5268,0,A,14.5,24.0,0,2009-01-09T00:00:00Z,2009,NW monsoon
4936,0,A,15.9,23.1,0,2009-01-11T00:00:00Z,2009,NW monsoon
4947,1,A,16.6,26.9,0,2009-01-11T00:00:00Z,2009,NW monsoon
5275,1,J,16.1,26.9,1,2009-01-11T00:00:00Z,2009,NW monsoon
1356,1,S,17.2,26.2,0,2009-01-12T00:00:00Z,2009,NW monsoon
1412,1,S,17.0,25.7,0,2009-01-16T00:00:00Z,2009,NW monsoon
3491,0,A,14.9,23.8,0,2009-01-16T00:00:00Z,2009,NW monsoon
5173,0,A,15.0,24.4,0,2009-01-17T00:00:00Z,2009,NW monsoon
5277,0,J,14.0,23.2,1,2009-01-17T00:00:00Z,2009,NW monsoon
1523,1,S,17.5,26.3,0,2009-01-19T00:00:00Z,2009,NW monsoon
3515,1,A,16.3,25.7,0,2009-01-19T00:00:00Z,2009,NW monsoon
4934,1,A,17.6,26.5,0,2009-01-19T00:00:00Z,2009,NW monsoon
4938,0,A,14.8,25.0,0,2009-01-20T00:00:00Z,2009,NW monsoon
5262,1,J,18.0,26.7,1,2009-01-21T00:00:00Z,2009,NW monsoon
4896,0,A,16.3,24.8,1,2009-01-23T00:00:00Z,2009,NW monsoon
5237,1,SA,17.0,26.3,1,2009-01-23T00:00:00Z,2009,NW monsoon
5278,0,FL,14.5,23.4,1,2009-01-23T00:00:00Z,2009,NW monsoon
5235,1,SA,14.8,24.7,0,2009-01-24T00:00:00Z,2009,NW monsoon
4917,0,A,14.8,24.3,0,2009-01-25T00:00:00Z,2009,NW monsoon
5144,1,A,17.5,25.9,0,2009-01-25T00:00:00Z,2009,NW monsoon
5224,0,SA,14.5,23.4,1,2009-01-25T00:00:00Z,2009,NW monsoon
5279,0,J,14.0,24.9,0,2009-01-25T00:00:00Z,2009,NW monsoon
4860,1,A,16.8,26.5,0,2009-01-27T00:00:00Z,2009,NW monsoon
4972,1,A,16.5,25.5,0,2009-01-29T00:00:00Z,2009,NW monsoon
5072,1,A,16.9,25.8,0,2009-01-29T00:00:00Z,2009,NW monsoon
5280,1,FL,15.8,25.8,0,2009-01-29T00:00:00Z,2009,NW monsoon
1501,0,S,15.0,24.3,0,2009-02-03T00:00:00Z,2009,NW monsoon
1543,1,S,16.1,25.4,0,2009-02-03T00:00:00Z,2009,NW monsoon
3612,1,A,16.5,25.8,0,2009-02-04T00:00:00Z,2009,NW monsoon
5282,0,OFL,15.5,23.2,0,2009-02-04T00:00:00Z,2009,NW monsoon
5071,1,A,15.9,26.6,0,2009-02-05T00:00:00Z,2009,NW monsoon
5167,1,A,17.1,26.6,0,2009-02-05T00:00:00Z,2009,NW monsoon
5284,0,J,14.6,24.8,0,2009-02-07T00:00:00Z,2009,NW monsoon
4863,0,A,14.3,23.3,0,2009-02-09T00:00:00Z,2009,NW monsoon
5071,1,A,15.6,26.7,0,2009-02-09T00:00:00Z,2009,NW monsoon
3518,0,A,14.3,24.4,0,2009-02-10T00:00:00Z,2009,NW monsoon
3695,0,A,16.2,25.1,0,2009-02-10T00:00:00Z,2009,NW monsoon
1394,1,S,15.3,25.7,0,2009-02-11T00:00:00Z,2009,NW monsoon
1438,0,S,15.4,23.8,0,2009-02-11T00:00:00Z,2009,NW monsoon
1494,1,S,16.2,24.2,0,2009-02-11T00:00:00Z,2009,NW monsoon
4885,0,A,16.0,25.0,0,2009-02-12T00:00:00Z,2009,NW monsoon
4883,0,A,14.7,24.3,0,2009-02-13T00:00:00Z,2009,NW monsoon
5000,1,A,16.1,25.6,0,2009-02-13T00:00:00Z,2009,NW monsoon
5133,1,A,16.2,25.6,0,2009-02-13T00:00:00Z,2009,NW monsoon
3574,0,A,13.6,23.5,0,2009-02-14T00:00:00Z,2009,NW monsoon
4866,1,A,15.9,26.2,0,2009-02-14T00:00:00Z,2009,NW monsoon
3486,1,A,17.0,26.2,0,2009-02-17T00:00:00Z,2009,NW monsoon
4956,0,A,14.8,23.3,0,2009-02-17T00:00:00Z,2009,NW monsoon
5121,1,A,16.9,25.0,1,2009-02-17T00:00:00Z,2009,NW monsoon
4935,0,A,14.5,23.4,0,2009-02-18T00:00:00Z,2009,NW monsoon
5119,0,A,14.4,24.4,0,2009-02-18T00:00:00Z,2009,NW monsoon
5226,1,SA,15.7,24.7,0,2009-02-20T00:00:00Z,2009,NW monsoon
5260,1,SA,16.8,26.4,0,2009-02-20T00:00:00Z,2009,NW monsoon
5290,1,OFL,16.6,26.5,0,2009-02-20T00:00:00Z,2009,NW monsoon
5291,1,OFL,16.9,26.0,0,2009-02-20T00:00:00Z,2009,NW monsoon
4957,1,A,15.8,25.5,0,2009-02-21T00:00:00Z,2009,NW monsoon
5292,1,J,16.4,25.4,0,2009-02-21T00:00:00Z,2009,NW monsoon
5293,0,J,14.9,24.7,0,2009-02-21T00:00:00Z,2009,NW monsoon
4941,0,A,14.4,24.5,0,2009-02-24T00:00:00Z,2009,NW monsoon
1542,1,S,15.1,25.6,1,2009-02-25T00:00:00Z,2009,NW monsoon
3449,0,A,12.5,24.1,0,2009-02-25T00:00:00Z,2009,NW monsoon
5313,0,CH,14.3,24.7,0,2009-06-13T00:00:00Z,2009,SE monsoon
3515,1,A,15.5,25.5,0,2009-06-16T00:00:00Z,2009,SE monsoon
5314,1,OFL,14.9,26.4,1,2009-06-16T00:00:00Z,2009,SE monsoon
5321,1,J,14.9,25.6,1,2009-06-16T00:00:00Z,2009,SE monsoon
5322,1,SA,15.8,26.3,1,2009-06-16T00:00:00Z,2009,SE monsoon
1509,1,S,15.9,26.1,0,2009-06-18T00:00:00Z,2009,SE monsoon
3590,0,A,13.9,23.7,0,2009-06-18T00:00:00Z,2009,SE monsoon
4854,1,A,15.7,26.0,1,2009-06-18T00:00:00Z,2009,SE monsoon
5289,0,SA,14.1,24.5,1,2009-06-18T00:00:00Z,2009,SE monsoon
3449,0,A,14.0,24.1,0,2009-06-20T00:00:00Z,2009,SE monsoon
4897,1,A,15.9,26.3,0,2009-06-20T00:00:00Z,2009,SE monsoon
5204,1,A,15.0,26.2,1,2009-06-20T00:00:00Z,2009,SE monsoon
5315,0,OFL,13.7,24.8,1,2009-06-20T00:00:00Z,2009,SE monsoon
5316,1,OFL,15.1,26.4,1,2009-06-20T00:00:00Z,2009,SE monsoon
5318,0,SA,14.1,24.1,1,2009-06-20T00:00:00Z,2009,SE monsoon
1384,0,S,13.9,23.1,0,2009-06-22T00:00:00Z,2009,SE monsoon
5267,0,A,14.9,24.4,1,2009-06-22T00:00:00Z,2009,SE monsoon
5312,0,FL,14.3,24.3,1,2009-06-22T00:00:00Z,2009,SE monsoon
5320,0,A,15.1,23.7,0,2009-06-22T00:00:00Z,2009,SE monsoon
5319,0,J,13.5,23.7,1,2009-06-23T00:00:00Z,2009,SE monsoon
5317,1,FL,14.7,25.7,1,2009-06-27T00:00:00Z,2009,SE monsoon
5323,0,OFL,13.9,23.8,1,2009-06-28T00:00:00Z,2009,SE monsoon
5324,0,OFL,14.8,24.7,1,2009-06-28T00:00:00Z,2009,SE monsoon
4885,0,A,15.0,25.0,0,2009-06-30T00:00:00Z,2009,SE monsoon
5000,1,A,15.8,25.8,1,2009-06-30T00:00:00Z,2009,SE monsoon
5325,1,OFL,15.1,26.3,1,2009-06-30T00:00:00Z,2009,SE monsoon
5118,1,A,16.5,25.0,0,2009-07-01T00:00:00Z,2009,SE monsoon
5326,0,OFL,13.2,24.2,1,2009-07-01T00:00:00Z,2009,SE monsoon
5327,1,OFL,15.9,25.8,0,2009-07-02T00:00:00Z,2009,SE monsoon
4887,1,A,16.0,26.4,0,2009-07-08T00:00:00Z,2009,SE monsoon
4888,1,A,17.5,25.9,1,2009-07-08T00:00:00Z,2009,SE monsoon
4936,0,A,14.8,24.1,0,2009-07-08T00:00:00Z,2009,SE monsoon
5168,0,A,14.8,24.2,1,2009-07-08T00:00:00Z,2009,SE monsoon
5212,0,A,14.6,24.2,0,2009-07-08T00:00:00Z,2009,SE monsoon
5447,1,FL,15.0,26.7,1,2009-07-08T00:00:00Z,2009,SE monsoon
4939,1,A,16.1,26.3,0,2009-07-11T00:00:00Z,2009,SE monsoon
4863,0,A,13.0,23.6,1,2009-07-12T00:00:00Z,2009,SE monsoon
5147,0,A,14.8,24.6,0,2009-07-12T00:00:00Z,2009,SE monsoon
5160,0,A,14.3,24.1,1,2009-07-12T00:00:00Z,2009,SE monsoon
5332,0,OFL,13.1,24.8,1,2009-07-13T00:00:00Z,2009,SE monsoon
5335,1,SA,16.1,27.1,0,2009-07-13T00:00:00Z,2009,SE monsoon
5448,0,FL,13.9,24.8,1,2009-07-16T00:00:00Z,2009,SE monsoon
5334,1,OFL,15.4,26.3,1,2009-07-20T00:00:00Z,2009,SE monsoon
5449,0,OFL,15.1,24.3,1,2009-07-20T00:00:00Z,2009,SE monsoon
5287,0,OFL,14.5,23.5,1,2009-07-23T00:00:00Z,2009,SE monsoon
5224,0,A,14.1,23.7,1,2009-07-26T00:00:00Z,2009,SE monsoon
5167,1,A,17.1,27.0,0,2009-07-28T00:00:00Z,2009,SE monsoon
5339,0,FL,13.3,23.1,1,2009-07-28T00:00:00Z,2009,SE monsoon
5450,0,FL,14.4,24.7,1,2009-07-28T00:00:00Z,2009,SE monsoon
1553,1,S,15.5,26.0,0,2009-07-29T00:00:00Z,2009,SE monsoon
3608,0,A,15.3,24.6,1,2009-07-29T00:00:00Z,2009,SE monsoon
5125,0,A,14.0,23.6,0,2009-07-29T00:00:00Z,2009,SE monsoon
5123,0,A,16.8,24.1,1,2009-08-01T00:00:00Z,2009,SE monsoon
5277,0,SA,14.1,24.0,0,2009-08-01T00:00:00Z,2009,SE monsoon
4933,1,A,16.0,26.4,0,2009-08-03T00:00:00Z,2009,SE monsoon
5079,0,A,15.8,24.9,0,2009-08-03T00:00:00Z,2009,SE monsoon
5336,0,J,14.1,24.9,1,2009-08-03T00:00:00Z,2009,SE monsoon
5340,1,CH,15.3,24.3,0,2009-08-10T00:00:00Z,2009,SE monsoon
5337,0,J,14.3,24.9,1,2009-08-11T00:00:00Z,2009,SE monsoon
1394,1,S,16.1,25.8,1,2009-08-12T00:00:00Z,2009,SE monsoon
3451,0,A,15.0,24.6,0,2009-08-12T00:00:00Z,2009,SE monsoon
4861,0,A,15.6,25.1,1,2009-08-12T00:00:00Z,2009,SE monsoon
4956,0,A,13.9,23.0,1,2009-08-12T00:00:00Z,2009,SE monsoon
5338,1,OFL,16.0,26.0,1,2009-08-12T00:00:00Z,2009,SE monsoon
5451,0,J,14.8,24.4,1,2009-08-12T00:00:00Z,2009,SE monsoon
3518,0,A,15.7,24.7,0,2009-08-15T00:00:00Z,2009,SE monsoon
5341,0,SA,15.1,25.0,1,2009-08-15T00:00:00Z,2009,SE monsoon
5452,0,FL,13.8,24.8,0,2009-08-15T00:00:00Z,2009,SE monsoon
5119,0,A,18.9,24.7,1,2009-08-17T00:00:00Z,2009,SE monsoon
5343,1,CH,17.2,25.9,0,2009-08-19T00:00:00Z,2009,SE monsoon
5453,1,CH,17.3,25.5,0,2009-08-19T00:00:00Z,2009,SE monsoon
5454,0,CH,16.4,24.2,0,2009-08-19T00:00:00Z,2009,SE monsoon
4965,0,A,14.4,24.7,0,2009-08-20T00:00:00Z,2009,SE monsoon
5254,1,A,16.7,25.7,1,2009-08-20T00:00:00Z,2009,SE monsoon
5455,0,FL,13.1,24.1,1,2009-08-20T00:00:00Z,2009,SE monsoon
5456,1,CH,16.0,23.2,0,2009-08-21T00:00:00Z,2009,SE monsoon
4883,0,A,15.8,24.5,1,2009-08-22T00:00:00Z,2009,SE monsoon
5457,0,J,15.3,24.8,1,2009-08-22T00:00:00Z,2009,SE monsoon
5342,1,CH,13.5,20.2,0,2009-08-23T00:00:00Z,2009,SE monsoon
5418,1,CH,13.3,21.8,0,2009-08-29T00:00:00Z,2009,SE monsoon
5460,1,CH,13.5,21.2,0,2009-08-29T00:00:00Z,2009,SE monsoon
5459,0,CH,13.0,21.8,0,2009-08-31T00:00:00Z,2009,SE monsoon
5461,0,CH,13.8,22.2,0,2009-08-31T00:00:00Z,2009,SE monsoon
5458,0,CH,16.0,23.5,0,2009-09-01T00:00:00Z,2009,SE monsoon
5462,1,CH,16.5,25.7,0,2009-09-04T00:00:00Z,2009,SE monsoon
5463,1,CH,10.0,19.4,0,2009-09-05T00:00:00Z,2009,SE monsoon
5466,0,CH,10.0,20.0,0,2009-09-05T00:00:00Z,2009,SE monsoon
5464,0,CH,16.0,24.5,0,2009-09-10T00:00:00Z,2009,SE monsoon
3574,0,A,13.0,22.9,1,2010-02-15T00:00:00Z,2010,NW monsoon
4866,1,A,16.0,26.3,1,2010-02-15T00:00:00Z,2010,NW monsoon
5277,0,SA,14.2,23.0,1,2010-02-16T00:00:00Z,2010,NW monsoon
5338,1,SA,15.5,25.2,0,2010-02-16T00:00:00Z,2010,NW monsoon
4885,0,A,15.5,24.4,0,2010-02-19T00:00:00Z,2010,NW monsoon
5325,1,SA,14.0,25.9,1,2010-02-21T00:00:00Z,2010,NW monsoon
4861,0,A,14.2,25.3,0,2010-02-23T00:00:00Z,2010,NW monsoon
5116,1,A,16.0,25.8,1,2010-02-23T00:00:00Z,2010,NW monsoon
5324,0,A,16.0,24.8,1,2010-02-23T00:00:00Z,2010,NW monsoon
5459,0,SA,13.5,23.4,1,2010-02-23T00:00:00Z,2010,NW monsoon
3606,0,A,15.0,23.9,1,2010-02-24T00:00:00Z,2010,NW monsoon
5497,1,OFL,14.2,26.0,1,2010-02-24T00:00:00Z,2010,NW monsoon
5326,0,SA,13.0,24.2,1,2010-03-01T00:00:00Z,2010,NW monsoon
4939,1,A,16.0,25.6,0,2010-07-04T00:00:00Z,2010,SE monsoon
5313,0,SA,15.6,24.8,1,2010-07-04T00:00:00Z,2010,SE monsoon
3519,1,A,16.3,26.8,0,2010-07-06T00:00:00Z,2010,SE monsoon
5284,0,A,14.1,24.4,1,2010-07-06T00:00:00Z,2010,SE monsoon
5516,0,SA,14.9,24.9,1,2010-07-10T00:00:00Z,2010,SE monsoon
5317,1,SA,15.1,25.8,1,2010-07-11T00:00:00Z,2010,SE monsoon
5515,1,SA,16.7,26.0,1,2010-07-11T00:00:00Z,2010,SE monsoon
3608,0,A,15.4,24.5,0,2010-07-12T00:00:00Z,2010,SE monsoon
5170,1,A,17.4,26.3,0,2010-07-12T00:00:00Z,2010,SE monsoon
4941,0,A,16.7,24.8,1,2010-07-14T00:00:00Z,2010,SE monsoon
5526,1,A,16.2,25.9,1,2010-07-14T00:00:00Z,2010,SE monsoon
4887,1,A,17.2,26.4,0,2010-07-16T00:00:00Z,2010,SE monsoon
5450,0,A,15.8,24.7,1,2010-07-21T00:00:00Z,2010,SE monsoon
5237,1,A,16.7,26.4,0,2010-07-23T00:00:00Z,2010,SE monsoon
5240,1,A,17.5,26.3,0,2010-07-25T00:00:00Z,2010,SE monsoon
5262,1,A,17.2,27.3,1,2010-07-25T00:00:00Z,2010,SE monsoon
5532,0,SA,14.8,25.1,1,2010-07-27T00:00:00Z,2010,SE monsoon
4892,1,A,16.5,26.0,0,2010-07-28T00:00:00Z,2010,SE monsoon
4957,1,A,16.4,25.5,1,2010-07-29T00:00:00Z,2010,SE monsoon
5531,0,A,15.7,25.4,1,2010-07-29T00:00:00Z,2010,SE monsoon
5290,1,A,16.2,26.4,0,2010-07-31T00:00:00Z,2010,SE monsoon
5336,0,A,14.9,24.6,0,2010-07-31T00:00:00Z,2010,SE monsoon
3606,0,A,16.9,24.4,0,2010-08-03T00:00:00Z,2010,SE monsoon
5497,1,A,16.6,25.6,0,2010-08-03T00:00:00Z,2010,SE monsoon
4887,1,A,16.5,26.3,0,2010-08-06T00:00:00Z,2010,SE monsoon
4958,0,A,15.6,25.6,0,2010-08-06T00:00:00Z,2010,SE monsoon
5315,0,A,16.4,24.9,1,2010-08-06T00:00:00Z,2010,SE monsoon
5326,0,A,14.2,24.1,0,2010-08-08T00:00:00Z,2010,SE monsoon
5339,0,SA,13.8,23.3,1,2010-08-08T00:00:00Z,2010,SE monsoon
5009,0,A,18.6,25.0,0,2010-08-10T00:00:00Z,2010,SE monsoon
5343,1,SA,15.6,25.6,1,2010-08-10T00:00:00Z,2010,SE monsoon
5453,1,SA,16.3,25.6,1,2010-08-10T00:00:00Z,2010,SE monsoon
4965,0,A,16.4,24.8,0,2010-08-14T00:00:00Z,2010,SE monsoon
5123,0,A,16.0,24.4,1,2010-08-14T00:00:00Z,2010,SE monsoon
5323,0,A,16.1,23.9,1,2010-08-14T00:00:00Z,2010,SE monsoon
5197,1,A,16.8,26.1,0,2010-08-16T00:00:00Z,2010,SE monsoon
4961,0,A,13.9,24.7,0,2010-08-17T00:00:00Z,2010,SE monsoon
5072,1,A,15.9,25.8,1,2010-08-17T00:00:00Z,2010,SE monsoon
5163,0,A,14.7,24.8,0,2010-08-17T00:00:00Z,2010,SE monsoon
5539,1,SA,15.6,26.0,1,2010-08-17T00:00:00Z,2010,SE monsoon
5550,1,CH,17.0,26.8,0,2010-08-23T00:00:00Z,2010,SE monsoon
5551,1,CH,15.8,25.0,0,2010-08-23T00:00:00Z,2010,SE monsoon
5553,0,CH,16.1,24.6,0,2010-08-23T00:00:00Z,2010,SE monsoon
5554,1,CH,14.5,22.2,0,2010-08-24T00:00:00Z,2010,SE monsoon
5075,0,A,15.8,24.5,0,2010-08-25T00:00:00Z,2010,SE monsoon
5540,1,CH,17.6,26.1,0,2010-08-27T00:00:00Z,2010,SE monsoon
4883,0,A,14.8,24.5,1,2010-08-28T00:00:00Z,2010,SE monsoon
5456,1,SA,18.5,25.2,1,2010-08-28T00:00:00Z,2010,SE monsoon
4964,0,A,15.1,24.5,0,2010-08-31T00:00:00Z,2010,SE monsoon
5462,1,SA,16.6,26.3,1,2010-09-01T00:00:00Z,2010,SE monsoon
3497,0,A,15.1,24.6,0,2010-09-02T00:00:00Z,2010,SE monsoon
5561,1,FL,16.9,25.4,0,2010-09-02T00:00:00Z,2010,SE monsoon
4896,0,A,15.0,25.1,1,2010-09-04T00:00:00Z,2010,SE monsoon
5574,0,CH,15.8,23.4,1,2010-09-04T00:00:00Z,2010,SE monsoon
5573,0,SA,15.8,24.5,1,2010-09-06T00:00:00Z,2010,SE monsoon
4941,0,A,14.9,24.8,1,2011-07-01T00:00:00Z,2011,SE monsoon
5334,1,A,17.5,26.9,1,2011-07-01T00:00:00Z,2011,SE monsoon
5609,0,A,15.6,24.3,0,2011-07-01T00:00:00Z,2011,SE monsoon
5550,1,SA,16.9,27.1,1,2011-07-02T00:00:00Z,2011,SE monsoon
5591,1,SA,16.4,26.0,1,2011-07-02T00:00:00Z,2011,SE monsoon
5170,1,A,16.8,26.3,1,2011-07-03T00:00:00Z,2011,SE monsoon
5450,0,A,15.2,24.7,1,2011-07-03T00:00:00Z,2011,SE monsoon
3518,0,A,14.8,25.1,0,2011-07-05T00:00:00Z,2011,SE monsoon
5009,0,A,13.7,25.1,0,2011-07-05T00:00:00Z,2011,SE monsoon
5242,0,A,13.7,24.5,1,2011-07-05T00:00:00Z,2011,SE monsoon
1438,0,S,14.3,23.9,0,2011-07-06T00:00:00Z,2011,SE monsoon
5128,0,A,14.8,24.5,0,2011-07-06T00:00:00Z,2011,SE monsoon
5254,1,A,17.1,25.8,0,2011-07-06T00:00:00Z,2011,SE monsoon
5240,1,A,17.5,26.2,1,2011-07-07T00:00:00Z,2011,SE monsoon
5610,0,SA,15.0,24.6,0,2011-07-07T00:00:00Z,2011,SE monsoon
5540,1,SA,16.8,25.9,1,2011-07-09T00:00:00Z,2011,SE monsoon
4854,1,A,16.6,26.2,1,2011-07-17T00:00:00Z,2011,SE monsoon
4958,0,A,16.4,25.5,0,2011-07-20T00:00:00Z,2011,SE monsoon
5195,0,A,14.3,24.3,0,2011-07-26T00:00:00Z,2011,SE monsoon
4957,1,A,15.4,24.9,0,2011-07-29T00:00:00Z,2011,SE monsoon
5226,1,A,14.3,24.0,1,2011-07-29T00:00:00Z,2011,SE monsoon
5291,1,A,15.9,25.3,0,2011-07-29T00:00:00Z,2011,SE monsoon
5338,1,A,15.5,26.1,1,2011-08-11T00:00:00Z,2011,SE monsoon
1494,1,S,16.0,24.3,1,2011-08-14T00:00:00Z,2011,SE monsoon
4965,0,A,14.3,24.9,1,2011-08-19T00:00:00Z,2011,SE monsoon
5323,0,A,14.2,24.2,1,2011-08-19T00:00:00Z,2011,SE monsoon
5540,1,SA,16.8,25.7,1,2011-08-19T00:00:00Z,2011,SE monsoon
5173,0,A,14.9,24.4,1,2011-08-30T00:00:00Z,2011,SE monsoon
5291,1,A,16.7,26.5,1,2011-08-30T00:00:00Z,2011,SE monsoon
5514,0,A,14.8,24.1,0,2011-08-31T00:00:00Z,2011,SE monsoon
5610,0,SA,13.8,23.6,1,2011-08-31T00:00:00Z,2011,SE monsoon
4933,1,A,16.1,26.4,0,2011-09-01T00:00:00Z,2011,SE monsoon
4892,1,A,15.9,25.7,0,2011-09-02T00:00:00Z,2011,SE monsoon
5224,0,A,15.2,23.3,1,2011-09-04T00:00:00Z,2011,SE monsoon
5334,1,A,17.9,26.1,0,2011-09-04T00:00:00Z,2011,SE monsoon
5075,0,A,14.9,23.8,1,2011-09-05T00:00:00Z,2011,SE monsoon
5217,0,A,15.5,24.7,1,2011-09-05T00:00:00Z,2011,SE monsoon
5116,1,A,16.8,26.2,1,2011-09-06T00:00:00Z,2011,SE monsoon
5283,1,A,17.6,24.7,0,2011-09-12T00:00:00Z,2011,SE monsoon
5553,0,A,14.7,23.8,0,2011-09-13T00:00:00Z,2011,SE monsoon
5573,0,A,15.7,24.0,0,2011-09-13T00:00:00Z,2011,SE monsoon
3462,0,A,15.8,24.5,0,2011-09-14T00:00:00Z,2011,SE monsoon
5320,0,A,14.7,23.7,0,2011-09-17T00:00:00Z,2011,SE monsoon
4890,1,A,16.6,25.3,0,2011-09-18T00:00:00Z,2011,SE monsoon
5497,1,A,15.1,25.4,0,2011-09-23T00:00:00Z,2011,SE monsoon
3451,0,A,14.0,24.1,0,2011-09-24T00:00:00Z,2011,SE monsoon
4883,0,A,15.7,24.2,0,2011-09-24T00:00:00Z,2011,SE monsoon
5267,0,A,14.7,24.1,0,2011-09-26T00:00:00Z,2011,SE monsoon
1415,0,S,14.2,24.0,0,2011-09-27T00:00:00Z,2011,SE monsoon
